name,comment,star,source,label
Võ Thị Dung,tệ khuyên mọi người không nên mua máy mua về lỗi hết chỗ này sang chỗ nọ thi thoàng máy lại đơ bật máy tắt máy rất chậm pin tụt nhanh kinh_khủng chỉ được qcao là giỏi máy nóng nghe diện thoại khoảng 20p là nóng rồi sạc pin thì lại càng nóng như lửa đưa ra tiệm sửa thì nó bảo là lỗi phần_mềm nhưng đây lại nóng cái cắm sạc cơ_mà không hiểu thế_giới di_động làm_ăn kiểu gì bàn_phím không nhạy ấn chữ này ra chữ kia nhân_viên tư_vấn không hề nhiệt_tình lại còn thái_độ nói_chung máy rất rất tệ khuyên các bạn hãy cân_nhắc kĩ trước khi mua hàng rồi kẻo hối_hận,1,tgdd,0
Tú,mới mua được ngày nhưng sao kết_nối_mạng 4g mà cứ hiện chữ em hoài khởi_động máy lại thì lên 4g được thời_gian lại hiện chữ mỗi khi bị chữ em là không lên lại 4g được phải khởi_động máy lại xài rất là bực đem ra thế_giới di_động kiểm trả thì nói là chưa có căn_cứ để đổi máy nói có_thể do sim nhưng sim này đã xài lâu rồi đem qua máy khác thì không bị tình_trạng như_vậy,1,tgdd,0
Th Hiếu,máy sử_dụng tốt pin trâu đẹp vân tay dưới màn_hình không nhạy lắm để nhạy thì cần cài_đặt thêm vân tay cùng một ngón tay sẽ nhạy ai cần một máy đẹp để giải_trí sử_dụng bị thuong nen mua còn để chơi game mún độ bền thì không nên do chip máy nay đa nhiem tốt nhưg game không tốt với lại viền nhựa dễ trầy bể,3,tgdd,1
Quỳnh Anh,màn_hình hiển_thị tốt camera bình_thường trong tầm giá có chế_độ sạc nhanh nhưng rất mau hết pin một ngày sạc đến lần chủ chỉ xem youtube lướt sns nhẹ_nhàng nói_chung thật_sự rất hao pin,3,tgdd,1
Lmk,máy xài tố pin dùng lâu chiến game không lag vân tay cập_nhật lại thì không còn chậm có cái camera hơi mờ không rõ nhưng với giá tầm này là ok,5,tgdd,2
Ngô Tấn Phú,tôi xài rất ổn pin cũng tạm nhưng pupg cũng hơi giật nhẹ nói_chung giá tầm trung là tốt rồi,5,tgdd,2
Quyết,mơi mua đươc ngày trước_mắt điện_thoại dùng được vân tay tạm ổn pin hao vãi bắt song wifi kém dùng thêm đaz,4,tgdd,1
Phan Thuc Dinh,qúa chán chế_độ bảo_vệ cảm_ứng màn_hình không có tác_dụng để trong túi quần toàn tự sáng màn_hình nhiều khi không để_ý nóng cả máy một_số chức_năng không tông mình vd xoá nhật_ký cộc gọi,1,tgdd,0
Nam,ôi vân tay thật khủng_khiếp chưa bao_giờ thành_công mở khoá bằng vân tay tưởng lỗi nhưng lên xem review ai cũng bị thế còn lại rất tốt,4,tgdd,1
Vân Trần,pin ok cấu_hình đẹp tuy_nhiên khi lên facebook book hay xem video chưa được 15 phút thì máy bị lag và lâu_lâu cũng đứng máy và thoát ra ngoài,3,tgdd,1
TrườNg,bắt sóng wifi 3g mạnh loa ngoài nghe to rõ chơi game liên_quân cấu_hình cao khá mượt thích nhất là các em nhân_viên phục_vụ tận_tình chu_đáo cầu đôi đức hòa long_an,5,tgdd,2
Nguyễn Văn Cử,máy nhanh hết pin qúa không 4g 8h nghe gọi khoảng 20p hết 20 pin thiết_kế phim tăng giảm vol hay bị bấm nhầm,2,tgdd,0
Thái,máy tạm ổn chơi game hay bị đứng bung ra ngoài hay đơ loạn luôn tung thấy không được rồi chất_lượng qúa kém chốt lại chê mỗi cảm_ứng hay loạn thường_xuyên,3,tgdd,0
Phạm Lê An,nhìn_chung thì máy khá tốt cảm_biến vân tay theo như cảm_nhận của em thì nó nó không tệ như mọi người nhận_xét nó khá nhạy pin sử_dụng được ngày camera trước đúng là có hơi ám vàng camera sau thì tuyệt game thì tương_đối ổn lâu_lâu có chút lag nhìn_chung thì máy tầm trung như này cũng là tốt rồi,4,tgdd,2
Thức,đánh_giá cách khách_quan đúng là mở khoá vân tay chậm hơn so với cảm_ứng bằng phím vật_lí nhưng cái đó không máy quan_trọng nhận_diện khuôn_mặt rất ok chơi liên_quân không giật lag pin trâu mỗi tội loa hơi nhỏ mới xài được máy ngày thấy hài_lòng còn lâu_dài thì chưa biết,5,tgdd,2
Linh,lỗi 3g 4g yếu mong thế_giới di_động đề_xuất về phía sa mà_ung cập_nhật bản vá lỗi mạng 3g 4g sa mà ung bắt sóng kém nhất trong các hãng điện_thoại,3,tgdd,1
Ha Thanh Hoai Nam,cảm_biến vân tay không nhạy ngoài_ra không vấn_đề gì tất_cả đều ổn tạm hài_lòng,4,tgdd,1
Nguyễn Nhựt Thanh,mọi thứ ok 4g mượt nhưng có vài điểm không biết bị gì camera mặc_định 25mp không_thể chỉnh lại kích_thước khác gmail không tự đồng_bộ mail dù đã bật chế dịp tự dồng bộ và đồng_bộ hoá điều này ảnh_hưởng rất lớn đến những ai làm_việc tương_tác mail nhiều như vp công_sở nhắn_tin nhân_viên gv,4,tgdd,1
Nhâm Nguyễn,máy chạy chậm loạn cảm_ứng pin hao nhanh mới sử_dụng được 25 ngày mà thấy thất_vọng,1,tgdd,0
Đoàn Quốc Khại,sóng 4g qúa kém trước dùng không game vù_vù đổi qúa em này giật lag không chịu được không chơi được lq luôn buồn khóc,2,tgdd,0
Vũ Thu HồNg,mua samsung a50 được một tháng pin sử_dụng được lâu loa bị rè không nghe được,3,tgdd,1
Trần Thanh Phương,rất tốt chơi game nặng như pubg liên_quân rất mượt_mà không có hiện_tượng giật lag dù chỉ mới mua có tuần pin trâu và chụp hình đẹp ngoại_trừ vân tay nếu có 6sao tôi cũq cho nuã,5,tgdd,2
Nguyễn Văn Trình,tạm ổn chọn 50 vì thích sa mà_ung chứ thực_sự thấy bình_thường còn về lâu_dài chắc_chắn vẫn hơn các hãng khác bán không trượt_giá xài năm là ok,3,tgdd,1
Nguyen Chi Nguyen,dòng này qúa tệ 3g 4g không ra gì mua được tháng máy loa trong rè đôi_khi chơi game máy bị đơ lỗi qúa nhiều,1,tgdd,0
Ân,mới mua em hôm_qua máy tốt và rất ngon chơi liên_quân với pubg là khỏi sợ giật hay lag nhé,5,tgdd,2
Phạm Thanh Tuấn,không biết các bạn như thế_nào mà cho mua hơn tuần xài cảm_thấy rất ok camera đẹp pin thì mình xài cả ngày đến tối ngủ vẫn còn 40 lướt web facebook khỏi chê xài wifi nên không có hiện tiện lag giật gì hết chỉ có vân tay không nhạy các bạn có_thể sử_dụng facebook id mặt lưng màu trắng phản_chiếu ánh_sáng như sắc cầu_vồng đáng mua,5,tgdd,2
Võ Minh Tỷ,trong các dòng sa mà_ung thì tôi vẫn ưa nhất dòng máy này cực_kỳ tốt và đẹp luôn các bác không biết máy các ông như nào nhưng máy tôi thì cấu_hình đẹp chạy mượt dùng lượng vừa đủ thích nhất đây vẫn là cảm_biến vân tay phải nói là siêu mượt dù cho tay đang ướt vẫn xài tốt loại_bỏ đi được_cái phần vân tay to_đùng sau mặt lưng nhìn vô_cùng thanh_mảnh pin khỏi bàn đi ha nó trâu khủng_khiếp có lần trời còn pin thôi định đem đi sạc nhưng lại bỏ quên rồi chiều về tưởng máy đã tắt nguồn nhưng không vẫn còn mặt dù có khá nhiều cuộc_gọi nhỡ và thông_báo từ các mxh nói đi thì cũng phải nói lại tuy thích vẫn thích nhưng máy vẫn phải nói là còn vài khuyết_điểm chắc các bác cũng biết đó là camera giọt nước các bạn mà hay chụp ảnh sống ảo đăng lên facebook bok hay instagram đều rất hay sử_dụng ap các loại đối_với ai xài các ap như wutacam chắc_chắn sẽ hiểu không hề thấy camera luôn vừa bật ap lên giật cả mình chỉ thấy quay camera trước còn phần quay camera nằm giữa nên hoàn_toàn không thấy và khi quay camera cũng bất_tiện còn camera thường nữa chụp phong_cảnh thì đẹp chuẩn máy_ảnh nhưng khi chụp người thì khác da bệt nâu hay bị đốm ảnh hơi thất_vọng nhưng phần_nào đó cũng kỳ_vọng vì máy rất đẹp sang xịn sao cho tất_cả khuyên các bạn học_sinh_học đại_học hay các bạn học_sinh ưa tìm_kiếm các thông_tin chi bài_học nên chọn máy này vì pin máy rất tốt nên các bạn yên_tâm mà chuyên_sâu lo học các bạn thích chụp cảnh thiên_nhiên thích sống ảo cũng_nên chọn máy vì sung lượng lớn chứa được nhiều ảnh và tha_hồ sống ảo,5,tgdd,2
Khôi Đình,mới mua được ngày update sửa lỗi cảm_ứng cho m20 a50 a70 rồi sa mà ung galaxy a50 4gb ram 64gb cấu_hình mạnh chơi game mượt không giật lag không nóng máy pin trâu màn_hình đẹp camera,5,tgdd,2
Lu Thai,các bạn hãy đánh_giá thật lòng vân tay sử_dụng bình_thường do người sử_dụng thôi pin thì tạm ổn chứ không xuất_sắc chip 9610 sử_dụng mượt_mà các tác vụ nên không_thể so_sánh với chip chơi game snap 660 được nhưng nó cũng cải_thiện về game khá ổn nhé đối_với tầm giá thế này là quá tuyệt rồi còn về vấn_đề mạng khi chơi game là do đường truyền của khu_vực có sóng mạnh hay yếu thôi hãy là người tiêu_dùng thông mình cám_ơn positive positive positive,5,tgdd,2
Mai Minh Chí,xài chưa được ngày mà cảm_thấy thật_sự thất_vọng về con a50 này cấu_hình qủang cáo ok mà trải nghiệm thì qúa tệ vân tay và mạng dữ_liệu 4g rất gọi zalo 4g mà cứ như 2g chỉnh xuống 3g thì lại chạy phà phà chơi lquan cũng vậy để 4g không chơi nổi phải chuyển xuống 3g mới chơi được thật_sự không hiểu nổi,1,tgdd,0
QuốC HuỳNh,anh nhân_viên rất là nhiệt_tình máy ok với mức giá tầm trung như này,5,tgdd,2
HồNg,gần một tháng sử_dụng thì bàn_phím tự_động chạy loa nghe không được cảm_ứng không được nhạy,2,tgdd,0
Bùi Thắng,thiết_kế hiệu_năng pin tốt mỗi cái vỏ chán qúa mới dùng được gần tháng đeo ốp suốt mà vẫn bị chóc sơn sước vỏ,4,tgdd,1
Phạm Ân,xài ngon mà sao ai cũng nói tệ game cũng được mà loa nghe hơi chói tai vân tay sử_dụng quen rồi thì cũng nhanh không biết quen hay là máy học được,5,tgdd,2
Nguyễn Phúc Hưng,sau khi sử_dụng tuần mình cảm_thấy camera tốt chụp đẹp pin sử_dụng được ngày luôn hiêu năng tốt chơi game thì khá mượt nhưng mình không thích cảm_biến vân tay không được nhạy nếu vân tay được nâng_cấp lên càng tốt tóm lại máy rất tốt đối_với tôi,5,tgdd,2
Nguyễn Thị Diễm Châu,sau tuần sử_dụng thì mình thấy mọi thứ đều ổn chỉ có pin thì lúc đầu rất tốt nhưng càng về sau thì tụt hơi nhanh,4,tgdd,1
Phan Hải,sau ngày sử_dụng có số nhận_xét như sau pin không trâu như qủang cáo tụt pin nhanh mở khoá vân tay chậm không nhạy và đòi_hỏi phải chính điểm màn_hình thi_thoảng bị đơ vuốt lên vuốt xuống không được bắt wifi yếu được cái sạc nhanh pin đang 10 cắm sạc vào pjn lên 13 không hiểu do sạc nhanh hay pin ảo nếu cho chọn_lựa lại thì thà mua iphone 99 còn hơn bỏ tiền mua sản_phẩm này,2,tgdd,0
Nguyễn Quốc Hảo,mình mua samsung galaxy a50 được vài tháng và không máy hài_lòng về sản_phẩm này chỉ cần tay ẩm ra mồ_hôi là cảm_ứng loạn lên thứ là xài lúc ứng_dụng thì điện_thoại tự rơi vào trạng_thái khởi_động lại rất khó_chịu hơn nữa là mình xài ứng_dụng khác thì gọi zalo hay facebook book đều không nghe tiếng buộc chỉ xài được ứng_dụng micro,1,tgdd,0
Thu HồNg,dùng điện_thoại a50 một tháng bàn_phím loạn không bấm mà tự_động chạy còn lai tạm,2,tgdd,0
Phúc Tấn,sau gần một tháng sử_dụng a50 cho cảm_giác rất tuyệt_vời với điện_thoại tầm trung như thế này không có gì bàn_cãi positive,5,tgdd,2
Maihuuloi,cảm_biến vân tay dưới màn_hình không ăn_thua chạm cả ngày chưa mở được nữa bó_tay thiệt chứ như đồ_chơi trẻ_em zậy,1,tgdd,0
Lê Văn Lợi,mình dùng hơn tháng máy xài rất lỗi lỗi bàn_phím bấm phím này ra phím khác chạy 4g mà đứng miết tự_động khỏi động lại máy lại có cái lỗi đang nghe nhạc mà nghe điện_thoại nghe xong nhạc vẫn chạy mà âm_lượng thì không có,2,tgdd,0
Đinh Trường Nguyên Khang,máy sử_dụng rất tốt pin ổn mượt camera chụp rất tốt shop uy_tín còn tặng cả sử_dụng cảm_ơn tgd,5,tgdd,2
Nguyễn Huy Phúc,tôi mua sản_phẩm này vào ngày 28 03 2019 cho cậu em sử_dụng thấy máy cũ bị hỏng thấy phản_hồi rất tốt đáp_ứng đầy_đủ các nhu_cầu phổ_thông từ lướt web xem phim game chụp ảnh màn_hình nhìn_chung đẹp ăn_đứt các thiết_bị khác trong tầm giá máy chạy mượt mà ít nóng chơi game ít bị giật lag camera ngon đủ dùng sóng_sánh ổn_định duy chỉ có điểm loa ngoài để to thì bị hơi chói chắc tại đang xài không nghe sang con này mới thấy rõ còn thằng em nó nghe suốt cũng chưa thấy chê gì vấn_đề vân tay nhận_diện chậm và một_số bug phần_mềm khác sau thì sau khi cập_nhật đã được khắc_phục gần như hoàn_toàn,5,tgdd,2
Hoàng Vũ,sau tháng sử_dụng cảm_nhân của mình máy pin trâu con chíp 9610 chạy rất là mượt_mà nhân_viên thế_giới di_động tư_vấn nhiệt_tình vui_vẻ mình cho 5sau luôn,5,tgdd,2
Đoàn Minh Ái,sa mà ung a50 của mình lỗi nắp lưng sau không khít với camera khu_vực camera sau bên trong máy không chắc_chắn cầm vào máy hay đặt xuống là nghe tiếng lạo_xạo phần cảm_ứng góc dưới bên phải bị liệt lúc được lúc không loạn cảm_ứng bàn_phím ảo lỗi lớn nhất máy còn pin tự sập nguồn và không_thể bật lên lại,3,tgdd,1
Lộc,mọi trải nghiệm đều ổn chị nhân_viên tên kim thế_giới di_động 12 đinh bộ lĩnh mỹ tho tiền giang rất là nhiệt_tình và dễ_thương luôn,5,tgdd,2
Nguyễn Như Ý,mua về dùng được ngày thấy ổn mà đánh liên_quân max seting với cả bật fps cao ổn mà nếu bật thêm qúa khoảng khắc thì nó hỏi lag xíu thôi combat vẫn ổn camera sau khi cập_nhật và tối_ưu thấy cũng ok đại_khái tầm giá này nhân_viên là ổn thu âm với quay video tốt,5,tgdd,2
Nguyễn Ngọc Hậu,máy mới 2019 phải trãi nghiệm mới biết được sau lần cập_nhật vá lỗi thì a50 đã thật_sự khác_biệt máy bạn phải tự tìm_hiểu vào cài đặc thì máy sẽ ổn_định giờ thì vân tay mở trong vòng một nốt_nhạc máy chạy rất mượt lợi pin nói_chung giá 7tr là qúa ổn kiểu_dáng đẹp_mắt sẽ còn nhiều bản vá lỗi nữa tôi mua thế_giới di_động nhân_viên nhiệt_tình và thân_thiện tôi có bo cho nhân_viên nhưng đây người_ta không dám nhận vì sợ bị đuổi việc nói_chung nhân_viên rất chân_thành cám_ơn,4,tgdd,2
Tuyến,bỏ ra 7tr dùng rất ổn sau lần cập_nhật sửa lỗi giờ máy mượt mà hơn nhiều trước dùng j7 pro đã ngon giờ a50 cũng ổn trong tầm giá,5,tgdd,2
Tuan Anh,mình xài nhiều dòng máy rồi sa mà ung a50 này là tệ nhất đánh game liên_quân thì bị lag đứng máy hoài khoá để túi quần thì tự mở khoá vân tay yhi không ăn đông máy a50 tệ qúa,1,tgdd,0
Anh,máy ok với tầm giá pin trâu nhân_viên vui_vẻ nhiệt_tình xài mượt tóm lại là rất tốt,5,tgdd,2
Đàm Ngọc Minh,pin trâu xài mượt tốt trong tầm giá nhân_viên vui_vẻ nhiệt_tình tóm lại là tuyệt_vời,5,tgdd,2
Nguyễn Triển,chạy mạng 3g và wifi rất kém chơi game liên_quân lag không đi được cẩm thấy tệ cho hãng sa mà ung a50 tgd phản_hồi về hãng để có bản cập_nhật sửa lỗi,1,tgdd,0
Khánh,xài từ đợt đầu lúc đặt_hàng tới nay cũng máy tháng rồi mà chẳng thấy hiện_tượng pin sụt nhanh hay là camera kém gì cả mà sao thấy thấy mọi người cứ có vẻ như quy_chụp thế nhỉ đây là hình mình chụp bằng a50 đây,5,tgdd,2
Mai Thị Thùy Hương,mình đặt_hàng trước và lấy hàng ngày 24 2019 đến nay là tháng cảm_nhận của mình là máy dùng rất ok chơi liên_quân và các game khác đều mượt có hỗ_trợ sạc nhanh nên nhanh đầy sạc khoảng tiếng nói_chung hên xui có_lẽ tuỳ vào từng cái máy nữa mọi người,5,tgdd,2
Phuong,lúc đầu vân tay tệ rất là tệ giờ mình mới cập_nhật phần_mềm lên thì vẫn tay nhanh rat là nhanh số lỗi vặt phần_mềm cũng biến mất xài hon tháng giờ mới thấy xứng_đáng,1,tgdd,0
Tuấn Đà Nẵng,mua được khoảng 10 ngày mà đã bị đơ máy mạng ra cửa_hàng thế_giới di_động xem thì được báo lỗi xung_đột phần_mềm mình chả hiểu lắm cái lỗi đấy là gì gần đây mới để_ý máy sạc lâu pà cố nội sạc tiếng mới tăng lên được 30 40 sạc qua đêm thì máy ra đầy máy mạng ra thế_giới di_động lần được trả_lời tỉnh_bơ là sạc nhanh bình_thường hỏi có tức không thiện_cảm dành cho tgd điện_máy xanh tan thành máy khói moi lần mua điện_thoại tủ_lạnh máy_giặt tivi nồi nêu xong chảo gì cũng ra tgd điện_máy xanh vì nghĩ trả tiền cao hơn nơi khác để mua cái dịch_vụ tốt chắc phải suy_nghĩ lại chỗ nào cũng rước cục tức_thì sao phải trả nhiều tiền hơn,1,tgdd,0
Nguyễn Tuấn Minh,nói_chung ok điểm mạnh điểm yếu thì ai cũng biết rồi qúa trình xài mình gặp lỗi khá khó_chịu đó là tự_động mỡ khoá màn_hình máy mình cài đầy_đủ bảo_mật vân tay mã pin mật_khẩu facebook id cài chế_độ khoá màn_hình ngay lập_tức luôn rồi vậy_mà đôi_khi để trong túi quần lại tự mở khoá màn_hình cảm_ứng tùm_lum tự gọi điện_thoại bật báo_thức màn_hình cứ sáng và nóng lên ai cũng gặp lỗi chang cmt phát mong ad trả_lời,4,tgdd,1
Anh Thái,mình đánh_giá sơ qua máy_ảnh không được sắc nét cho lắm máy tạm ổn so với tầm giá pin từ khi cập_nhật phần_mềm pin hết nhanh hơn với máy tầm trung thì không đòi_hỏi gì thêm so với giá tiền nói_chung cũng xài được so với người bình_thường nhân_viên xinh_đẹp tư_vấn nhiệt_tình cho,4,tgdd,1
Hoang Sỹ Dũng,thấy hài_lòng về sản_phẩm thấy pin ok lắm chỉ có_điều vân tay không được nhạy lắm nhân_viên tư_vấn rất nhiệt_tình,4,tgdd,1
Tuấn Anh,thấy xài ổn mà toàn vừa sạc vừa xài hay cắm 10 20p được 50 pin xài tiếp camera cũng ok mà vân tay không nhạy lắm từ khi dùng nhắn_tin cho ny toàn bị bơ nên trừ sao tội phong_thuỷ,4,tgdd,2
Phương,thật đáng thất_vọng máy mới mua mà bị loạn cảm_ứng ứng_dụng tự nhảy vân tay thật tồi_tệ chậm như rùa viền rất dễ bị trầy_xước sạc pin lâu camera sau chụp xấu tệ nói_chung máy với giá này thật_sự rất rất là không đáng mua tì nào,1,tgdd,0
Trần Tuấn Anh,a50 pin 20 sập nguồn mạng ra thế_giới di_động nhân_viên dùng nguồn điện cao hơn kích lên ngồn mình hỏi là tại_sao thì chỉ được trả_lời là sập nguồn nếu nó bình_thường thì mình mạng ra làm gì do vội đi làm_nên mình cũng nhận máy ra về và quên mất cục sạc sáng nay quay lại hỏi thì bảo để điện_thoại lại bên họ kiểm trả tôi không hiểu camera của các bạn lắp để làm gì mà từ sáng tới giờ không thấy trả_lời điện_thoại sập nguồn lần chỉ mạng ra tiệm gần nhà nhờ họ kích ngồn lên vì mạng vào chỗ các bạn cũng chỉ lằm thế thôi trời mưa tầm_tã phải chạy vào viễn_thông mua cục sạc 300k vì tôi cần điện_thoại để liên_lạc trước giờ chỉ mua đồ của thế_giới di_động từ điện_thoại tai_nghe pin hay đồ điện_tử khác nhưng từ nay về sau chắc_chắn không bao_giờ tôi sử_dụng sản_phẩm hay dịch_vụ của thế_giới di_động nữa các bạn không chọn chúng_tôi thì sao chúng_tôi phải chọn các bạn,1,tgdd,0
Duongvandam,máy dùng cũng được chê mỗi blue tốt yếu qúa có cách nào cải_thiện không nhi,4,tgdd,1
Kỳ Nam,mình xài được tháng rồi lúc đầu còn gặp vài lỗi còn sau khi cập_nhật phần_mềm lại thì ok hết máy mượt camera ổn pin trâu lắm luôn,5,tgdd,2
Cảnh,cảm_biến vân thì thua những dòng điện_thoại rẻ thúi của trung quốc dùng vân tay mở khoá thì không khớp mà bỏ vào túi quần là tự mở khoá nhảy luôn tung toàn bị mở khoá khi bỏ vào túi quần mặc_dù đã lâu chùi các kiểu vì sợ còn bám dấu vân tay nhưng khi bỏ vào túi vẫn tự mở khoá chịu_thua với dòng máy này,1,tgdd,0
Thảo,mình mới mua góp được tuần bán lại shop được không ad vân tay chậm với game ít mượt,1,tgdd,0
Thái,đến phần điện_thoại quan_trọng là mình thích và do người sử_dụng máy tầm giá tiền này thì đòi_hỏi cao làm gì tiền nào của nấy các bác,5,tgdd,2
Trần Tuấn Anh,máy mới dùng được tháng đa mở không lên nguồn thất_vọng về tgd các bạn nên xem lại chất_lượng máy trước khi bán ra chúng_tôi bỏ tiền để mua sản_phẩm chứ không phải mua sự bực_mình,1,tgdd,0
Thành,máy suốt ngày đơ đơ loạn ứng_dụng tùm_lum mặc_dù không chơi game bực cả mình,1,tgdd,0
Trần Sinh,mình mua a50 đúng được gần tháng máy cảm_ứng kém người nửa mua cùng mình cũng bị như vậy cảm_ứng vân tay qúa tồi đặt tay máy lần mới được mình đã trả máy và bị trừ 20,1,tgdd,0
Nguyễn Cẩm Thạch,cho mình hỏi a50 màn_hình rung không cảm_ứng được tắt đi mở lại lại dùng bình_thường lỗi do đâu mới mua đk nửa tháng có đổi_mới được ko,3,tgdd,1
Lê TiếN ThàNh,điện_thoại mua được tầm tháng mà xài vân tay chán quá vậy ngón cài lần luôn mà vẫn mở cả chục lần mới nhận_diện được chán,2,tgdd,0
Huỳnh Hữu Trắc,mua máy được hơn tháng chơi game hay có hiện_tượng đứng hình máy vân tay lúc được lúc không nhận_diện khuôn_mặt cũng zay chụp hình đẹp sắc nét nói_chung lại là cần khắc_phục lại,4,tgdd,1
Trần Như Huy,qtv cho mình hỏi chút mình mới mua máy chưa đk 1tháng hôm_nay mình sạc pin tầm 1tiếng thì máy với sạc nóng ran bạn cho mình biết nguyên_nhân với cách sử lý đk không bạn mong nhận được câu trả_lời sớm,3,tgdd,1
Nguyễn Duy Hiệp,máy mình mua được vài ngày nhưng thấy rất ok chơi game mượt và còn một đều tôi rất thích đó chính là nhân_viên tg điện_thoại giồng riềng kiêng giang phục phụ rất tốt,5,tgdd,2
Nguyen Viet Phuong,mua hôm 30 04 nói_chung xài ổn cho giải_trí game camera chụp ám vàng nhiều chụp lần camera lúc thì hình càng tệ hơn pin xài thì ok hơn có điều sạt pin lúc thì nhanh lúc thì chậm đã tắt hết ứng_dụng,4,tgdd,1
Lương,sau hơn tháng sử_dụng mình có đánh_giá pin tạm ổn chơi lqmb ổn chơi pubgmb thỉnh_thoảng có hiện_tượng đứng khung hình thường bị khởi_động lại mà không có nguyên_nhân bắt wifi bảo_mật vân tay nhận_diện khuôn_mặt kém còn lại moi thứ đều được,3,tgdd,1
Hồ Nguyễn Lê Như,mới xài được tháng theo cảm_nhận của tôi là mọi người không nên mua pin 4000 mà tụt nhanh hay lag,1,tgdd,0
Tính,sản_phẩm tốt giá_cả phải_chăng tôi mới mua a50 4g 64g tại tgd muốn nâng_cấp lên phiên_bản đặc_biệt 128g thì thế_giới di_động có hỗ_trợ hok,5,tgdd,2
Nguyễn Thị Bích Nhu,sản_phẩm tốt chụp ảnh đẹp với lại chơi trò không bị đứng máy rất hài_lòng về sản_phẩm này,5,tgdd,2
Hiền Hậu,xài được tháng cảm_nhận là máy siêu tệ nhất là về phần vân tay có cũng như không máy hay bị đứng phải khởi_động lại pin 4000 nhưng thực_tế vẫn thua xiaomi redmi không pro chắc do màn hinh sáng hơn liên_quân cũng ok nói_chung thất_vọng khi bỏ 7tr để mua nếu 7tr mua sản_phẩm khác chắc_chắn ok hơn khách_quan chứ không dìm nhé,1,tgdd,0
Nguyenvanthien,mình mới mua được tuần cảm_thấy xài rất ok pin trâu,5,tgdd,2
Trần Châu Phi,bắt wifi siêu kém thua điện_thoại cũ xài năm trước pin 4000 để không vẫn xuống nhanh mặc_dù mua được ngày cảm_thấy khá là thất_vọng,3,tgdd,0
Cường,trò_chơi trong game lâu ncher hay bị tự_động xoá treo trò_chơi dùng game tols có hiện_tượng lag nhẹ,2,tgdd,1
Thuy,sản_phẩm trong phân khúc tầm trung nên mua bạn nào lo_lắng về vân tay đặt dưới màn_hình thì có_thể lên youtube tham_khảo cách khắc_phục vân tay không nhạy trên a50 nhé mình đã test thử nhanh x2 lần ok lắm hi nhiều tính_năng giao_diện đẹp vào mạng nhanh chơi liên_quân cũng ok cảm_thấy không hối_hận khi lựa_chọn,5,tgdd,2
Đào Văn Thao,mọi thứ trên máy đều ổn ngoại_trừ bắt sóng 4g và wifi hơi kém mong thế_giới di_động phản_hồi cho hãng để đưa ra bản vá lỗi nhanh,3,tgdd,1
Khánh Phương,mới cập_nhật phần_mềm vá_lỗi mà mua tới cả thág máy rồi thấy dùng ok hết mà chỉ có mau hết pin thui positive positive positive,4,tgdd,1
Vinh Thanh Thảo,qúa ok tất_cả đều ok ngoại_trừ cái mở khoá vân tay qúa kém so với dòng vân tay sau lưng như các dòng khác,5,tgdd,2
